date,product_id,category,state,city,store_format,season,price,discount,past_sales,stock_on_hand,reorder_level,lead_time_days,demand
2023-12-24,IN-SKU-11193,Personal Care,Delhi NCR,Gurugram,Supermarket,winter,751.58,7,210.0,137,60,2,191.72
2024-09-29,IN-SKU-11194,FMCG,Tamil Nadu,Chennai,Supermarket,monsoon,210.48,32,195.0,79,143,9,234.44
2023-04-22,IN-SKU-11195,Staples,Kerala,Thiruvananthapuram,Hypermarket,summer,421.26,30,97.0,119,178,7,210.24
2025-02-22,IN-SKU-11196,FMCG,Tamil Nadu,Chennai,Supermarket,winter,424.16,5,264.0,229,174,4,226.47
2024-02-10,IN-SKU-11197,Perishables,Karnataka,Mysuru,Online,winter,245.75,7,50.0,119,153,2,160.96
2024-03-21,IN-SKU-11198,Perishables,Karnataka,Mysuru,Supermarket,summer,79.56,23,300.0,175,134,7,274.09
2023-02-12,IN-SKU-11199,FMCG,Tamil Nadu,Coimbatore,Convenience Store,winter,336.57,4,99.0,162,140,3,155.8
2023-07-13,IN-SKU-11200,Perishables,Telangana,Warangal,Convenience Store,monsoon,199.56,17,177.0,264,170,4,179.89
2024-05-19,IN-SKU-11201,Personal Care,Maharashtra,Mumbai,Supermarket,summer,125.97,12,123.0,304,59,10,149.84
2023-10-04,IN-SKU-11202,Perishables,Tamil Nadu,Chennai,Convenience Store,festival,75.76,26,291.0,302,136,7,289.92
2024-04-30,IN-SKU-11203,Staples,Karnataka,Bengaluru,Convenience Store,summer,483.37,18,288.0,129,74,6,249.78
2025-06-16,IN-SKU-11204,Perishables,Tamil Nadu,Chennai,Convenience Store,summer,98.0,20,82.0,238,99,4,170.54
2023-04-13,IN-SKU-11205,Electronics,Maharashtra,Mumbai,Hypermarket,summer,4672.12,28,265.0,124,112,7,239.75
2023-02-25,IN-SKU-11206,Perishables,Telangana,Warangal,Convenience Store,winter,47.51,20,277.0,326,163,4,270.56
2025-08-29,IN-SKU-11207,Home Care,Telangana,Hyderabad,Hypermarket,monsoon,120.47,21,107.0,116,48,8,185.29
2023-08-09,IN-SKU-11208,Perishables,Tamil Nadu,Coimbatore,Convenience Store,monsoon,25.92,39,51.0,84,170,10,167.8
2024-02-07,IN-SKU-11209,FMCG,Kerala,Kozhikode,Convenience Store,winter,44.82,10,262.0,391,172,9,260.07
2023-12-31,IN-SKU-11210,Electronics,Karnataka,Mysuru,Online,winter,12320.56,26,205.0,341,151,7,124.22
2025-07-19,IN-SKU-11211,Perishables,Karnataka,Bengaluru,Supermarket,monsoon,67.36,29,187.0,387,129,5,194.8
2023-06-03,IN-SKU-11212,Personal Care,Telangana,Warangal,Hypermarket,summer,386.79,32,57.0,334,177,10,152.85
2023-06-30,IN-SKU-11213,Electronics,Delhi NCR,Delhi,Hypermarket,summer,13083.8,27,301.0,403,83,5,180.92
2024-06-21,IN-SKU-11214,Perishables,Kerala,Kochi,Online,summer,114.52,8,247.0,389,45,6,228.01
2024-11-03,IN-SKU-11215,Electronics,Karnataka,Bengaluru,Supermarket,festival,5778.95,20,308.0,295,86,10,264.88
2024-07-19,IN-SKU-11216,Personal Care,Karnataka,Mysuru,Hypermarket,monsoon,522.93,38,285.0,385,149,4,242.63
2024-04-16,IN-SKU-11217,FMCG,Telangana,Warangal,Hypermarket,summer,274.97,18,121.0,128,164,2,185.87
2024-02-08,IN-SKU-11218,FMCG,Tamil Nadu,Coimbatore,Online,winter,142.87,9,288.0,263,118,5,243.63
2024-08-07,IN-SKU-11219,Home Care,Telangana,Hyderabad,Hypermarket,monsoon,591.78,34,182.0,383,66,2,196.18
2025-02-28,IN-SKU-11220,Home Care,Delhi NCR,Delhi,Supermarket,winter,620.94,39,,155,150,7,207.86
2024-09-20,IN-SKU-11221,Perishables,Delhi NCR,Noida,Online,monsoon,168.46,27,175.0,181,175,8,203.4
2024-09-25,IN-SKU-11222,Electronics,Kerala,Thiruvananthapuram,Convenience Store,monsoon,7282.23,38,234.0,28,115,7,202.82
2023-05-16,IN-SKU-11223,Perishables,Delhi NCR,Delhi,Online,summer,157.98,15,278.0,384,79,3,244.29
2023-06-30,IN-SKU-11224,Electronics,Karnataka,Bengaluru,Supermarket,summer,20851.54,34,105.0,264,167,2,52.94
2024-12-30,IN-SKU-11225,Perishables,Kerala,Kochi,Supermarket,winter,114.88,15,281.0,187,96,4,244.92
2023-06-24,IN-SKU-11226,Electronics,Telangana,Hyderabad,Supermarket,summer,11990.16,10,193.0,112,60,4,105.07
2023-02-26,IN-SKU-11227,Staples,Kerala,Kochi,Hypermarket,winter,278.88,36,309.0,66,99,8,288.07
2024-11-09,IN-SKU-11228,FMCG,Delhi NCR,Gurugram,Hypermarket,festival,129.56,12,245.0,282,71,8,288.78
2024-11-29,IN-SKU-11229,Electronics,Tamil Nadu,Chennai,Convenience Store,festival,16797.75,12,280.0,255,105,6,120.87
2025-11-05,IN-SKU-11230,FMCG,Tamil Nadu,Coimbatore,Convenience Store,festival,56.53,15,221.0,82,116,8,298.41
2024-08-23,IN-SKU-11231,Personal Care,Maharashtra,Nagpur,Online,monsoon,205.1,27,259.0,200,77,3,269.86
2023-04-14,IN-SKU-11232,FMCG,Kerala,Kozhikode,Hypermarket,summer,305.57,21,169.0,86,101,3,211.68
2025-11-25,IN-SKU-11233,Staples,Tamil Nadu,Coimbatore,Convenience Store,festival,91.7,36,306.0,146,111,3,341.85
2023-07-20,IN-SKU-11234,Perishables,Maharashtra,Nagpur,Supermarket,monsoon,67.27,32,312.0,332,92,4,296.05
2024-07-19,IN-SKU-11235,FMCG,Delhi NCR,Gurugram,Supermarket,monsoon,156.37,19,235.0,30,57,5,226.45
2024-07-17,IN-SKU-11236,FMCG,Maharashtra,Nagpur,Convenience Store,monsoon,92.82,1,63.0,112,91,5,145.18
2023-01-15,IN-SKU-11237,Home Care,Maharashtra,Nagpur,Supermarket,winter,257.78,37,76.0,307,69,8,171.23
2024-08-31,IN-SKU-11238,FMCG,Tamil Nadu,Coimbatore,Online,monsoon,337.02,24,256.0,48,134,5,266.01
2025-09-04,IN-SKU-11239,Staples,Delhi NCR,Noida,Hypermarket,monsoon,469.28,23,296.0,259,159,3,250.63
2024-06-14,IN-SKU-11240,FMCG,Karnataka,Bengaluru,Hypermarket,summer,425.12,35,170.0,108,117,5,227.9
2024-10-01,IN-SKU-11241,Personal Care,Maharashtra,Nagpur,Convenience Store,festival,573.06,27,25.0,89,79,2,156.4
2025-08-30,IN-SKU-11242,Personal Care,Tamil Nadu,Chennai,Supermarket,monsoon,159.38,4,68.0,223,45,5,97.21
2025-12-01,IN-SKU-11243,Home Care,Maharashtra,Mumbai,Supermarket,winter,133.41,25,66.0,56,171,4,177.08
2024-05-25,IN-SKU-11244,Perishables,Karnataka,Mysuru,Convenience Store,summer,39.94,31,164.0,58,64,8,214.1
2025-07-02,IN-SKU-11245,Home Care,Tamil Nadu,Chennai,Supermarket,monsoon,745.92,27,36.0,350,176,7,124.89
2025-09-27,IN-SKU-11246,Personal Care,Kerala,Kochi,Supermarket,monsoon,725.81,31,43.0,220,123,9,106.19
2023-06-17,IN-SKU-11247,Staples,Kerala,Kozhikode,Supermarket,summer,364.88,9,158.0,332,57,7,152.76
2025-01-18,IN-SKU-11248,FMCG,Kerala,Kozhikode,Hypermarket,winter,237.37,2,100.0,244,141,2,152.05
2023-03-05,IN-SKU-11249,FMCG,Telangana,Warangal,Convenience Store,summer,318.74,2,34.0,94,98,4,115.58
2023-06-15,IN-SKU-11250,FMCG,Delhi NCR,Delhi,Hypermarket,summer,90.79,8,57.0,182,76,6,167.3
2023-10-03,IN-SKU-11251,FMCG,Karnataka,Bengaluru,Online,festival,153.16,20,308.0,392,151,5,351.68
2023-11-19,IN-SKU-11252,FMCG,Delhi NCR,Delhi,Hypermarket,festival,238.1,14,275.0,311,178,6,294.63
2023-11-17,IN-SKU-11253,Electronics,Karnataka,Bengaluru,Online,festival,23866.13,20,252.0,251,78,3,114.53
2024-09-21,IN-SKU-11254,Perishables,Maharashtra,Mumbai,Convenience Store,monsoon,165.83,9,72.0,61,163,5,170.53
2023-01-06,IN-SKU-11255,Perishables,Maharashtra,Mumbai,Hypermarket,winter,107.07,28,173.0,363,113,10,224.49
2023-04-18,IN-SKU-11256,Home Care,Tamil Nadu,Chennai,Online,summer,487.12,1,306.0,185,130,10,238.82
2024-09-13,IN-SKU-11257,Staples,Maharashtra,Mumbai,Hypermarket,monsoon,176.63,10,203.0,92,81,6,207.82
2023-10-25,IN-SKU-11258,Personal Care,Tamil Nadu,Coimbatore,Supermarket,festival,417.3,21,310.0,41,57,4,265.95
2024-04-04,IN-SKU-11259,FMCG,Maharashtra,Mumbai,Hypermarket,summer,417.93,18,80.0,62,151,4,195.03
2024-11-12,IN-SKU-11260,Personal Care,Delhi NCR,Delhi,Online,festival,204.22,12,260.0,272,107,3,264.92
2025-03-14,IN-SKU-11261,Electronics,Kerala,Kozhikode,Supermarket,summer,2440.97,5,289.0,140,62,3,197.48
2023-12-24,IN-SKU-11262,Staples,Karnataka,Bengaluru,Hypermarket,winter,246.85,7,95.0,76,89,9,164.41
2024-05-09,IN-SKU-11263,Staples,Telangana,Warangal,Convenience Store,summer,303.91,13,281.0,291,115,9,216.2
2024-05-03,IN-SKU-11264,Home Care,Maharashtra,Pune,Convenience Store,summer,190.7,40,,265,171,4,146.46
2024-09-14,IN-SKU-11265,FMCG,Kerala,Kochi,Supermarket,monsoon,66.39,21,265.0,242,69,2,230.52
2024-11-20,IN-SKU-11266,Electronics,Karnataka,Mysuru,Convenience Store,festival,3537.86,33,215.0,68,170,6,267.08
2023-11-15,IN-SKU-11267,FMCG,Delhi NCR,Noida,Online,festival,89.87,6,30.0,308,111,3,178.69
2025-01-01,IN-SKU-11268,Perishables,Karnataka,Bengaluru,Convenience Store,winter,240.81,13,116.0,129,52,4,162.38
2024-03-27,IN-SKU-11269,Home Care,Telangana,Hyderabad,Supermarket,summer,542.4,1,182.0,354,91,6,117.73
2023-12-26,IN-SKU-11270,FMCG,Maharashtra,Pune,Supermarket,winter,57.1,30,289.0,22,135,2,296.68
2025-08-14,IN-SKU-11271,Home Care,Karnataka,Mysuru,Convenience Store,monsoon,369.64,11,127.0,346,71,8,144.98
2025-01-20,IN-SKU-11272,FMCG,Kerala,Kozhikode,Supermarket,winter,45.13,1,65.0,362,176,8,127.98
2024-08-31,IN-SKU-11273,FMCG,Karnataka,Bengaluru,Convenience Store,monsoon,151.21,25,175.0,401,55,8,183.77
2023-01-13,IN-SKU-11274,FMCG,Tamil Nadu,Coimbatore,Supermarket,winter,105.65,4,228.0,165,159,5,191.09
2023-10-28,IN-SKU-11275,Staples,Karnataka,Bengaluru,Hypermarket,festival,329.49,16,203.0,374,153,9,246.38
2024-06-23,IN-SKU-11276,Perishables,Maharashtra,Nagpur,Supermarket,summer,279.36,35,195.0,69,67,10,225.81
2024-06-28,IN-SKU-11277,Perishables,Delhi NCR,Gurugram,Convenience Store,summer,125.24,17,36.0,364,176,7,134.84
2023-01-25,IN-SKU-11278,Personal Care,Tamil Nadu,Coimbatore,Convenience Store,winter,565.94,3,193.0,39,149,6,159.05
2023-02-28,IN-SKU-11279,Staples,Maharashtra,Mumbai,Supermarket,winter,522.85,9,262.0,356,168,7,224.52
2025-02-19,IN-SKU-11280,Personal Care,Delhi NCR,Gurugram,Convenience Store,winter,351.66,14,102.0,281,79,5,127.72
2024-04-22,IN-SKU-11281,Personal Care,Karnataka,Mysuru,Hypermarket,summer,231.43,4,308.0,307,82,4,228.59
2025-06-24,IN-SKU-11282,FMCG,Karnataka,Bengaluru,Supermarket,summer,214.27,18,156.0,313,141,8,215.12
2023-08-31,IN-SKU-11283,Perishables,Tamil Nadu,Chennai,Online,monsoon,229.57,40,40.0,153,137,9,157.02
2024-08-28,IN-SKU-11284,Home Care,Karnataka,Bengaluru,Supermarket,monsoon,336.44,20,279.0,408,67,10,262.2
2025-12-15,IN-SKU-11285,Staples,Maharashtra,Nagpur,Supermarket,winter,590.13,8,221.0,186,130,8,205.97
2024-01-10,IN-SKU-11286,FMCG,Kerala,Kozhikode,Online,winter,87.94,29,,417,177,10,198.99
2024-01-02,IN-SKU-11287,FMCG,Karnataka,Bengaluru,Supermarket,winter,67.85,16,176.0,112,73,4,204.66
2024-05-28,IN-SKU-11288,FMCG,Maharashtra,Nagpur,Supermarket,summer,134.27,13,256.0,158,112,10,251.84
2023-01-30,IN-SKU-11289,FMCG,Tamil Nadu,Chennai,Online,winter,167.86,12,221.0,291,125,5,207.88
2025-04-29,IN-SKU-11290,Staples,Maharashtra,Mumbai,Convenience Store,summer,474.45,19,293.0,408,83,3,259.31
2023-04-18,IN-SKU-11291,Personal Care,Kerala,Kochi,Supermarket,summer,549.67,24,124.0,155,90,5,173.69
2025-04-01,IN-SKU-11292,Staples,Karnataka,Mysuru,Supermarket,summer,407.67,23,120.0,282,113,9,154.14
2025-08-31,IN-SKU-11293,Perishables,Tamil Nadu,Chennai,Hypermarket,monsoon,207.51,17,216.0,300,154,8,204.9
2024-09-09,IN-SKU-11294,Personal Care,Tamil Nadu,Chennai,Hypermarket,monsoon,712.4,18,21.0,106,113,6,117.56
2023-10-05,IN-SKU-11295,Perishables,Karnataka,Mysuru,Hypermarket,festival,245.64,14,308.0,357,61,9,289.99
2024-02-11,IN-SKU-11296,Personal Care,Telangana,Hyderabad,Supermarket,winter,686.88,24,79.0,125,126,3,124.09
2025-12-19,IN-SKU-11297,Home Care,Tamil Nadu,Coimbatore,Convenience Store,winter,341.19,21,254.0,102,150,7,239.95
2025-03-08,IN-SKU-11298,FMCG,Kerala,Kochi,Hypermarket,summer,305.44,21,204.0,41,166,2,221.67
2025-03-11,IN-SKU-11299,Perishables,Delhi NCR,Noida,Convenience Store,summer,170.12,35,315.0,57,51,6,276.32
2023-09-23,IN-SKU-11300,FMCG,Telangana,Hyderabad,Hypermarket,monsoon,322.38,1,230.0,92,60,6,211.01
2023-11-07,IN-SKU-11301,Home Care,Delhi NCR,Gurugram,Online,festival,631.19,4,262.0,164,164,3,208.31
2023-12-30,IN-SKU-11302,Perishables,Kerala,Kozhikode,Hypermarket,winter,254.74,40,106.0,81,66,10,207.64
2023-01-07,IN-SKU-11303,Personal Care,Delhi NCR,Delhi,Convenience Store,winter,621.79,4,221.0,403,95,8,181.46
2023-08-22,IN-SKU-11304,Staples,Karnataka,Mysuru,Supermarket,monsoon,134.69,17,300.0,47,115,3,268.81
2025-01-02,IN-SKU-11305,Perishables,Maharashtra,Pune,Hypermarket,winter,108.81,9,214.0,110,110,9,235.89
2025-02-04,IN-SKU-11306,Electronics,Kerala,Kozhikode,Supermarket,winter,15147.28,14,193.0,299,46,10,96.98
2023-01-21,IN-SKU-11307,Home Care,Karnataka,Mysuru,Supermarket,winter,559.86,13,207.0,280,174,10,175.49
2025-12-04,IN-SKU-11308,Perishables,Tamil Nadu,Chennai,Supermarket,winter,95.39,20,249.0,183,164,6,274.56
2024-08-26,IN-SKU-11309,Personal Care,Tamil Nadu,Chennai,Hypermarket,monsoon,226.17,27,272.0,405,117,9,259.57
2023-04-29,IN-SKU-11310,Personal Care,Delhi NCR,Delhi,Convenience Store,summer,259.3,19,34.0,201,174,10,138.15
2023-09-21,IN-SKU-11311,Personal Care,Tamil Nadu,Chennai,Supermarket,monsoon,454.84,26,,118,170,8,141.95
2025-10-30,IN-SKU-11312,Staples,Telangana,Warangal,Supermarket,festival,565.97,23,177.0,389,165,9,245.15
2024-10-23,IN-SKU-11313,Personal Care,Delhi NCR,Delhi,Hypermarket,festival,440.46,35,164.0,327,156,6,233.12
2024-02-09,IN-SKU-11314,Perishables,Maharashtra,Nagpur,Hypermarket,winter,252.03,5,91.0,147,108,3,180.16
2024-02-23,IN-SKU-11315,Electronics,Karnataka,Mysuru,Online,winter,23552.78,21,261.0,166,146,10,101.51
2025-03-24,IN-SKU-11316,FMCG,Tamil Nadu,Coimbatore,Supermarket,summer,287.71,7,226.0,21,99,6,225.91
2025-09-03,IN-SKU-11317,FMCG,Tamil Nadu,Chennai,Convenience Store,monsoon,280.53,1,269.0,256,103,9,198.43
2025-08-30,IN-SKU-11318,FMCG,Kerala,Kozhikode,Convenience Store,monsoon,,40,165.0,81,62,4,221.79
2025-12-10,IN-SKU-11319,Perishables,Maharashtra,Nagpur,Supermarket,winter,119.64,6,305.0,60,113,9,263.39
2023-11-25,IN-SKU-11320,Personal Care,Telangana,Warangal,Convenience Store,festival,742.78,11,141.0,262,45,2,177.24
2024-01-11,IN-SKU-11321,Electronics,Delhi NCR,Delhi,Convenience Store,winter,22387.99,11,220.0,413,158,7,22.28
2025-12-17,IN-SKU-11322,Home Care,Tamil Nadu,Coimbatore,Supermarket,winter,313.86,30,,319,106,9,178.93
2024-03-23,IN-SKU-11323,FMCG,Tamil Nadu,Chennai,Convenience Store,summer,403.13,24,212.0,378,68,5,202.75
2025-04-10,IN-SKU-11324,Staples,Tamil Nadu,Chennai,Supermarket,summer,193.78,22,75.0,272,95,4,169.94
2024-10-01,IN-SKU-11325,Home Care,Karnataka,Mysuru,Hypermarket,festival,135.5,17,317.0,357,80,5,284.49
2023-04-18,IN-SKU-11326,FMCG,Maharashtra,Mumbai,Hypermarket,summer,108.86,31,246.0,118,150,2,244.13
2025-11-03,IN-SKU-11327,Staples,Tamil Nadu,Coimbatore,Supermarket,festival,513.69,12,87.0,396,132,8,210.91
2025-12-29,IN-SKU-11328,Staples,Telangana,Hyderabad,Supermarket,winter,581.06,3,175.0,113,73,8,160.09
2024-04-18,IN-SKU-11329,FMCG,Telangana,Warangal,Supermarket,summer,424.29,12,220.0,388,154,10,190.14
2025-01-02,IN-SKU-11330,Home Care,Kerala,Kochi,Supermarket,winter,351.25,5,265.0,266,95,5,191.4
2025-09-03,IN-SKU-11331,FMCG,Maharashtra,Mumbai,Supermarket,monsoon,132.91,40,292.0,325,56,5,304.49
2023-10-02,IN-SKU-11332,FMCG,Maharashtra,Nagpur,Hypermarket,festival,57.41,36,319.0,385,51,4,396.67
2025-12-14,IN-SKU-11333,Perishables,Telangana,Hyderabad,Supermarket,winter,190.63,18,204.0,381,145,6,206.63
2025-12-03,IN-SKU-11334,Personal Care,Karnataka,Mysuru,Convenience Store,winter,188.91,7,115.0,367,155,5,153.74
2025-02-13,IN-SKU-11335,FMCG,Tamil Nadu,Coimbatore,Convenience Store,winter,417.98,23,35.0,68,130,4,128.83
2025-03-30,IN-SKU-11336,Personal Care,Kerala,Thiruvananthapuram,Hypermarket,summer,177.76,22,46.0,195,71,3,132.79
2023-08-10,IN-SKU-11337,Perishables,Kerala,Kozhikode,Hypermarket,monsoon,50.29,37,241.0,300,75,2,254.08
2023-08-13,IN-SKU-11338,Electronics,Kerala,Thiruvananthapuram,Supermarket,monsoon,18400.51,6,231.0,83,141,10,83.25
2023-01-20,IN-SKU-11339,Staples,Karnataka,Mysuru,Online,winter,121.37,40,137.0,380,111,6,212.24
2023-01-05,IN-SKU-11340,Home Care,Tamil Nadu,Coimbatore,Convenience Store,winter,182.23,36,41.0,265,140,2,173.27
2024-10-25,IN-SKU-11341,Staples,Telangana,Hyderabad,Hypermarket,festival,279.31,16,54.0,366,63,7,197.22
2025-12-01,IN-SKU-11342,Personal Care,Kerala,Kozhikode,Convenience Store,winter,601.99,17,229.0,61,49,2,193.66
2025-05-15,IN-SKU-11343,Personal Care,Kerala,Kochi,Supermarket,summer,590.46,17,112.0,172,60,10,145.92
2024-10-06,IN-SKU-11344,Personal Care,Kerala,Thiruvananthapuram,Supermarket,festival,855.83,16,319.0,347,69,5,241.2
2025-08-10,IN-SKU-11345,Staples,Maharashtra,Pune,Supermarket,monsoon,243.09,35,260.0,368,72,2,249.02
2024-04-02,IN-SKU-11346,Home Care,Tamil Nadu,Chennai,Hypermarket,summer,510.09,33,277.0,80,52,10,255.63
2023-04-25,IN-SKU-11347,FMCG,Kerala,Kozhikode,Hypermarket,summer,50.18,31,289.0,348,67,6,303.08
2024-11-29,IN-SKU-11348,Personal Care,Maharashtra,Mumbai,Supermarket,festival,883.78,34,26.0,271,47,2,113.5
2023-09-09,IN-SKU-11349,Staples,Maharashtra,Pune,Online,monsoon,212.29,3,203.0,227,68,4,195.19
2023-10-07,IN-SKU-11350,Perishables,Karnataka,Bengaluru,Hypermarket,festival,251.09,38,119.0,172,118,9,223.58
2024-12-18,IN-SKU-11351,Personal Care,Delhi NCR,Delhi,Hypermarket,winter,70.49,25,72.0,78,64,6,159.22
2023-11-14,IN-SKU-11352,Perishables,Maharashtra,Pune,Supermarket,festival,57.92,3,63.0,122,136,7,175.44
2024-09-06,IN-SKU-11353,Personal Care,Delhi NCR,Delhi,Online,monsoon,496.58,30,210.0,184,49,3,202.8
2025-02-22,IN-SKU-11354,Personal Care,Tamil Nadu,Chennai,Online,winter,477.84,2,41.0,191,148,3,83.41
2025-06-13,IN-SKU-11355,Staples,Tamil Nadu,Chennai,Convenience Store,summer,482.16,29,39.0,109,113,7,127.36
2024-02-02,IN-SKU-11356,Staples,Delhi NCR,Gurugram,Online,winter,149.19,24,42.0,386,87,8,157.87
2025-02-06,IN-SKU-11357,Home Care,Telangana,Warangal,Convenience Store,winter,229.35,39,173.0,349,158,2,225.45
2023-12-22,IN-SKU-11358,Staples,Karnataka,Mysuru,Hypermarket,winter,96.68,28,57.0,324,162,9,173.35
2024-04-02,IN-SKU-11359,FMCG,Delhi NCR,Noida,Supermarket,summer,351.78,28,145.0,207,127,8,209.55
2024-02-29,IN-SKU-11360,Staples,Tamil Nadu,Coimbatore,Supermarket,winter,73.15,4,62.0,367,143,2,137.8
2023-06-19,IN-SKU-11361,Staples,Maharashtra,Pune,Online,summer,446.92,30,,282,164,5,194.67
2025-01-02,IN-SKU-11362,Personal Care,Delhi NCR,Gurugram,Supermarket,winter,519.88,11,251.0,395,59,3,222.03
2023-04-08,IN-SKU-11363,Personal Care,Tamil Nadu,Coimbatore,Convenience Store,summer,701.82,9,319.0,36,170,6,238.54
2024-08-10,IN-SKU-11364,Home Care,Maharashtra,Pune,Hypermarket,monsoon,527.88,18,132.0,147,178,3,175.98
2024-11-26,IN-SKU-11365,Staples,Kerala,Thiruvananthapuram,Supermarket,festival,337.35,37,222.0,166,153,6,302.07
2023-02-12,IN-SKU-11366,Staples,Kerala,Thiruvananthapuram,Hypermarket,winter,107.75,35,128.0,178,159,8,211.46
2025-05-29,IN-SKU-11367,Staples,Maharashtra,Pune,Supermarket,summer,432.0,9,227.0,140,65,5,185.45
2023-06-08,IN-SKU-11368,Personal Care,Maharashtra,Nagpur,Convenience Store,summer,436.54,21,303.0,60,118,9,264.59
2024-08-09,IN-SKU-11369,FMCG,Kerala,Kozhikode,Online,monsoon,131.99,6,282.0,221,157,8,252.2
2024-03-01,IN-SKU-11370,Electronics,Telangana,Warangal,Supermarket,summer,25855.31,17,318.0,40,73,4,108.59
2025-05-16,IN-SKU-11371,Electronics,Karnataka,Mysuru,Online,summer,6485.12,40,182.0,113,112,3,168.52
2025-03-05,IN-SKU-11372,FMCG,Maharashtra,Pune,Supermarket,summer,67.16,0,280.0,331,85,6,235.24
2023-01-26,IN-SKU-11373,Perishables,Kerala,Kochi,Convenience Store,winter,119.22,31,76.0,254,78,5,178.28
2024-10-10,IN-SKU-11374,Home Care,Kerala,Thiruvananthapuram,Supermarket,festival,128.17,21,132.0,109,45,3,192.77
2025-02-27,IN-SKU-11375,Home Care,Karnataka,Mysuru,Convenience Store,winter,345.58,27,300.0,310,163,8,255.37
2025-11-11,IN-SKU-11376,Personal Care,Karnataka,Mysuru,Convenience Store,festival,828.64,24,304.0,272,50,10,256.68
2025-08-22,IN-SKU-11377,FMCG,Maharashtra,Nagpur,Supermarket,monsoon,158.46,26,164.0,24,60,10,214.22
2025-09-09,IN-SKU-11378,Electronics,Karnataka,Bengaluru,Hypermarket,monsoon,7764.86,36,275.0,65,58,2,231.64
2023-03-22,IN-SKU-11379,FMCG,Karnataka,Mysuru,Hypermarket,summer,206.75,3,272.0,276,88,9,218.94
2023-05-12,IN-SKU-11380,Personal Care,Kerala,Kozhikode,Convenience Store,summer,740.46,6,154.0,131,103,9,129.7
2024-04-03,IN-SKU-11381,Home Care,Tamil Nadu,Coimbatore,Supermarket,summer,349.13,21,258.0,73,126,4,211.66
2025-08-03,IN-SKU-11382,Home Care,Maharashtra,Nagpur,Convenience Store,monsoon,272.99,3,54.0,118,82,4,77.03
2024-08-12,IN-SKU-11383,FMCG,Telangana,Warangal,Convenience Store,monsoon,320.93,8,216.0,247,75,5,181.21
2024-06-06,IN-SKU-11384,FMCG,Delhi NCR,Noida,Convenience Store,summer,277.52,26,216.0,92,159,10,234.26
2025-07-14,IN-SKU-11385,Perishables,Telangana,Hyderabad,Hypermarket,monsoon,233.53,0,212.0,387,61,8,191.47
2025-12-07,IN-SKU-11386,Personal Care,Telangana,Warangal,Supermarket,winter,263.88,8,285.0,250,61,5,221.97
2025-11-17,IN-SKU-11387,Personal Care,Karnataka,Bengaluru,Supermarket,festival,232.82,35,97.0,300,64,6,168.48
2025-11-24,IN-SKU-11388,FMCG,Karnataka,Bengaluru,Supermarket,festival,201.32,13,185.0,395,113,9,246.32
2023-01-03,IN-SKU-11389,FMCG,Maharashtra,Mumbai,Convenience Store,winter,102.74,29,74.0,243,122,9,161.41
2025-01-12,IN-SKU-11390,Perishables,Telangana,Warangal,Hypermarket,winter,242.13,39,219.0,149,70,4,275.88
2024-07-03,IN-SKU-11391,Home Care,Karnataka,Bengaluru,Online,monsoon,213.74,17,44.0,176,135,5,124.07
2025-12-01,IN-SKU-11392,Electronics,Karnataka,Mysuru,Hypermarket,winter,2906.22,20,110.0,262,139,4,147.76
2024-06-29,IN-SKU-11393,Electronics,Kerala,Kozhikode,Hypermarket,summer,5996.6,30,146.0,160,150,2,183.66
2023-02-18,IN-SKU-11394,Personal Care,Tamil Nadu,Coimbatore,Supermarket,winter,,37,140.0,188,140,5,189.32
2023-03-17,IN-SKU-11395,FMCG,Kerala,Kozhikode,Convenience Store,summer,346.67,6,210.0,151,57,5,201.54
2024-03-18,IN-SKU-11396,Personal Care,Karnataka,Mysuru,Online,summer,717.71,31,129.0,272,162,9,156.23
2025-07-28,IN-SKU-11397,Perishables,Kerala,Thiruvananthapuram,Convenience Store,monsoon,257.12,26,295.0,82,151,3,243.53
2024-09-22,IN-SKU-11398,Perishables,Karnataka,Bengaluru,Online,monsoon,197.78,37,78.0,70,175,10,198.22
2025-11-18,IN-SKU-11399,Staples,Tamil Nadu,Chennai,Supermarket,festival,640.23,22,236.0,331,150,7,280.47
2023-11-28,IN-SKU-11400,Staples,Delhi NCR,Noida,Supermarket,festival,215.45,23,241.0,153,140,3,305.3
2025-07-25,IN-SKU-11401,Personal Care,Kerala,Kochi,Supermarket,monsoon,721.08,3,177.0,215,47,8,144.05
2024-08-28,IN-SKU-11402,Staples,Telangana,Warangal,Online,monsoon,126.9,11,117.0,96,51,8,168.47
2024-12-13,IN-SKU-11403,Personal Care,Tamil Nadu,Chennai,Supermarket,winter,456.64,4,79.0,312,60,3,135.33
2023-08-12,IN-SKU-11404,Staples,Delhi NCR,Gurugram,Convenience Store,monsoon,165.56,13,153.0,47,74,8,192.52
2024-01-13,IN-SKU-11405,Electronics,Delhi NCR,Noida,Supermarket,winter,17250.53,11,112.0,92,52,10,52.06
2025-06-22,IN-SKU-11406,Electronics,Telangana,Warangal,Supermarket,summer,1605.73,23,62.0,67,60,10,107.23
2023-01-18,IN-SKU-11407,Personal Care,Telangana,Hyderabad,Supermarket,winter,543.14,5,300.0,136,71,4,222.25
2024-01-02,IN-SKU-11408,Staples,Tamil Nadu,Coimbatore,Hypermarket,winter,479.93,31,229.0,288,104,4,226.12
